"Accepted Symbol","Synonym Symbol","Symbol","Scientific Name","Common Name","PLANTS Floristic Area","Category","Active Growth Period","Flower Color","Foliage Color","Fruit Color","Growth Form","Growth Rate","Height at Base Age, Maximum (feet)","Height, Mature (feet)","Lifespan","Shape and Orientation","Toxicity","Adapted to Coarse Textured Soils","Adapted to Medium Textured Soils","Adapted to Fine Textured Soils","Drought Tolerance","Moisture Use","pH (Minimum)","pH (Maximum)","Root Depth, Minimum (inches)","Shade Tolerance","Temperature, Minimum (°F)","Bloom Period","Commercial Availability","Propogated by Container","Seedling Vigor","Palatable Human"
"SADI","","SADI","Salix discolor","pussy willow","NA (L48, CAN)","Dicot","Spring","White","Green","","Single Stem","Rapid","20","40","Long","Erect","None","Yes","Yes","Yes","Low","High","4.0","7.0","20","Tolerant","-33","Winter","Routinely Available","Yes","High","No"
"SADR","","SADR","Salix drummondiana","Drummond's willow","NA (L48, CAN)","Dicot","Spring and Summer","Yellow","Green","","Multiple Stem","Rapid","12","12","Long","Erect","None","Yes","Yes","Yes","Low","High","5.2","7.4","20","Intermediate","-28","Early Spring","Routinely Available","Yes","Low","No"
"SAER","","SAER","Salix eriocephala","Missouri River willow","NA (L48, CAN)","Dicot","Spring","Green","Green","","Rhizomatous","Rapid","40","52","Long","Erect","None","No","Yes","Yes","Low","High","4.0","7.0","20","Tolerant","-38","Spring","Routinely Available","Yes","High","No"
"SAEX","","SAEX","Salix exigua","narrowleaf willow","NA (L48, CAN)","Dicot","Spring and Summer","Yellow","Green","White","Rhizomatous","Rapid","10","10","Moderate","Erect","None","Yes","Yes","No","Medium","High","6.0","8.5","20","Intermediate","-38","Early Spring","Routinely Available","Yes","Medium","No"
"SAGE2","","SAGE2","Salix geyeriana","Geyer willow","NA (L48, CAN)","Dicot","Spring and Summer","Yellow","Green","Brown","Thicket Forming","Rapid","15","15","Moderate","Erect","None","Yes","Yes","Yes","None","High","6.5","7.5","6","Tolerant","-38","Spring","Routinely Available","Yes","High","No"
"SAGO","","SAGO","Salix gooddingii","Goodding's willow","NA (L48)","Dicot","Spring and Summer","Green","Green","Brown","Multiple Stem","Rapid","40","40","Moderate","Erect","None","Yes","Yes","No","Medium","High","5.7","7.4","28","Intolerant","-23","Early Spring","Routinely Available","Yes","Low","No"
"SAIN3","","SAIN3","Salix interior","sandbar willow","NA (L48, AK, CAN)","Dicot","Spring","Green","Green","Brown","Single Stem","Rapid","45","30","Short","Erect","None","No","No","Yes","Low","","4.0","7.8","36","Intolerant","-62","Early Spring","Routinely Available","Yes","","Yes"
"SALU","","SALU","Salix lucida","shining willow","NA (L48, AK, CAN, SPM)","Dicot","Spring and Summer","Yellow","Yellow-Green","Brown","Multiple Stem","Rapid","13","13","Moderate","Erect","None","No","Yes","Yes","Low","High","5.8","7.2","10","Intermediate","-43","Spring","Routinely Available","Yes","Low","No"
"SALUL","","SALUL","Salix lucida ssp. lasiandra","Pacific willow","NA (L48, AK, CAN)","Dicot","Spring and Summer","Green","Green","Yellow","Thicket Forming","Rapid","80","53","Short","Erect","None","Yes","No","Yes","Low","","6.0","7.0","36","Intolerant","-30","Spring","Routinely Available","Yes","","Yes"
"SALU2","","SALU2","Salix lutea","yellow willow","NA (L48, CAN)","Dicot","Spring and Summer","Yellow","Yellow-Green","Brown","Multiple Stem","Rapid","16","16","Moderate","Erect","None","Yes","Yes","Yes","Low","High","5.8","7.2","10","Intermediate","-43","Spring","Routinely Available","Yes","Low","No"
"SAMO2","","SAMO2","Salix monticola","park willow","NA (L48)","Dicot","Spring and Summer","White","Green","Brown","Thicket Forming","Moderate","18","12","Short","Erect","None","Yes","No","No","Medium","Low","5.0","7.0","36","Intolerant","-38","Late Spring","Routinely Available","Yes","Low","No"
"SANI","","SANI","Salix nigra","black willow","NA (L48, CAN)","Dicot","Spring and Summer","","Green","","Multiple Stem","Rapid","50","100","Short","Erect","None","Yes","Yes","Yes","Low","High","4.8","8.0","32","Intolerant","-58","Early Spring","Routinely Available","Yes","Low","No"
"SAPL2","","SAPL2","Salix planifolia","diamondleaf willow","NA (L48, AK, CAN, SPM)","Dicot","Spring and Summer","Green","Green","Green","Multiple Stem","Rapid","8","8.0","Moderate","Semi-Erect","None","Yes","Yes","No","Low","Medium","4.5","6.0","16","Intolerant","-38","Late Spring","Routinely Available","Yes","Low","No"
"SAPR3","","SAPR3","Salix prolixa","MacKenzie's willow","NA (L48, AK, CAN)","Dicot","Spring and Summer","White","Green","Yellow","Single Crown","Moderate","68","45","Short","Semi-Erect","None","Yes","No","No","Medium","Low","5.0","7.0","36","Intolerant","-50","Early Spring","Routinely Available","Yes","Low","No"
"SASE10","","SASE10","Salix ×sepulcralis","weeping willow","NA (L48, AK, CAN), PR","Dicot","Spring and Summer","Yellow","Green","White","Single Stem","Rapid","45","70","Short","Erect","None","Yes","Yes","Yes","Medium","High","4.5","7.5","24","Intolerant","-23","Early Spring","Routinely Available","Yes","Low","No"
"SASE","","SASE","Salix sericea","silky willow","NA (L48, CAN)","Dicot","Spring and Summer","Green","Green","Brown","Multiple Stem","Rapid","12","12","Moderate","Erect","None","Yes","Yes","Yes","Low","High","5.2","7.0","18","Intermediate","-28","Mid Spring","Routinely Available","Yes","Medium","No"
"SASI2","","SASI2","Salix sitchensis","Sitka willow","NA (L48, AK, CAN)","Dicot","Spring and Summer","White","Yellow-Green","","Multiple Stem","Rapid","23","23","Moderate","Erect","None","Yes","Yes","Yes","Medium","High","5.5","7.5","24","Intolerant","-18","","Routinely Available","Yes","","No"
"SANIC4","","SANIC4","Sambucus nigra ssp. canadensis","American black elderberry","NA (L48, CAN), HI, PR, VI","Dicot","Spring and Summer","White","Green","Blue","Multiple Stem","Rapid","7","7.0","Moderate","Erect","None","No","Yes","No","Medium","Medium","5.0","8.9","16","Intolerant","-28","Spring","Routinely Available","Yes","High","Yes"
"SASAD","","SASAD","Sapindus saponaria var. drummondii","western soapberry","NA (L48)","Dicot","Summer","White","Green","Yellow","Single Stem","Moderate","20","20","Long","Erect","Moderate","Yes","Yes","Yes","High","Low","7.0","8.5","12","Intolerant","-13","Spring","Routinely Available","Yes","High","No"
"SAAL5","","SAAL5","Sassafras albidum","sassafras","NA (L48, CAN)","Dicot","Spring and Summer","Yellow","Green","Blue","Single Stem","Moderate","24","75","Moderate","Irregular","None","Yes","Yes","No","High","Low","4.5","7.3","18","Intolerant","-27","Late Spring","Routinely Available","Yes","Low","Yes"
"SCSE6","","SCSE6","Scaevola sericea","beach naupaka","NA (L48), HI","Dicot","Year Round","White","Green","White","Single Stem","Moderate","10","10","Long","Semi-Erect","None","Yes","Yes","Yes","High","Low","5.5","8.0","20","Intermediate","31","Indeterminate","Routinely Available","Yes","Medium","No"
"SCAR7","","SCAR7","Schedonorus arundinaceus","tall fescue","NA (L48, AK, CAN, SPM), HI","Monocot","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SCAR7","LOAR10","LOAR10","Lolium arundinaceum","","","","Spring and Fall","Yellow","Green","Brown","Rhizomatous","Rapid","","3.0","Moderate","Semi-Erect","Slight","No","Yes","Yes","Medium","Medium","5.0","9.0","12","Intermediate","-38","Late Spring","Routinely Available","No","High","No"
"SCPR4","","SCPR4","Schedonorus pratensis","meadow fescue","NA (L48, AK, CAN, GL, SPM)","Monocot","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SCPR4","LOPR7","LOPR7","Lolium pratense","","","","Summer and Fall","Yellow","Green","Brown","Bunch","Moderate","","2.0","Short","Decumbent","None","No","Yes","No","Medium","Medium","5.5","8.5","12","Intermediate","-23","Early Summer","Routinely Available","No","High","No"
"SCTE","","SCTE","Schinus terebinthifolius","Brazilian peppertree","NA (L48), HI, PR, VI","Dicot","Year Round","White","Dark Green","Red","Multiple Stem","Moderate","15","30","Moderate","Erect","None","Yes","Yes","Yes","Low","High","6.5","7.5","12","Intolerant","28","Summer","Routinely Available","Yes","Medium","No"
"SCSC","","SCSC","Schizachyrium scoparium","little bluestem","NA (L48, CAN), HI","Monocot","Summer and Fall","Yellow","Gray-Green","Brown","Bunch","Moderate","","3.0","Long","Erect","None","Yes","Yes","Yes","High","Low","5.0","8.4","14","Intolerant","-38","Summer","Routinely Available","No","Low","No"
"SCSCD","","SCSCD","Schizachyrium scoparium var. divergens","little bluestem","NA (L48)","Monocot","Summer and Fall","Yellow","Gray-Green","Brown","Bunch","Rapid","","4.0","Moderate","Erect","None","Yes","Yes","Yes","High","Medium","5.8","6.8","10","Intolerant","-3","Early Summer","Routinely Available","No","Low","No"
"SCACA","","SCACA","Schoenoplectus acutus var. acutus","hardstem bulrush","NA (L48, AK, CAN, SPM)","Monocot","Summer","Green","Green","Black","Rhizomatous","Moderate","","9.8","Long","Erect","None","No","Yes","Yes","Medium","High","5.2","8.5","14","Intolerant","-38","Late Spring","Routinely Available","No","Medium","No"
"SCCA11","","SCCA11","Schoenoplectus californicus","California bulrush","NA (L48), HI","Monocot","Summer","Brown","Yellow-Green","Brown","Rhizomatous","Moderate","","6.6","Long","Erect","None","No","Yes","Yes","Low","High","5.0","9.0","14","Intolerant","17","Late Spring","Routinely Available","No","Medium","No"
"SCPUP5","","SCPUP5","Schoenoplectus pungens var. pungens","common threesquare","NA (L48, CAN, SPM)","Monocot","Summer","Blue","Dark Green","Brown","Rhizomatous","Moderate","","4.9","Long","Erect","None","Yes","Yes","Yes","Low","High","3.7","7.5","14","Intolerant","-38","Late Spring","Routinely Available","No","Medium","No"
"SCTA2","","SCTA2","Schoenoplectus tabernaemontani","softstem bulrush","NA (L48, AK, CAN, SPM), HI, PR, VI","Monocot","Spring, Summer, Fall","Red","Green","Green","Rhizomatous","Rapid","","9.0","Long","Erect","None","Yes","Yes","Yes","None","High","5.4","7.5","16","Intolerant","-38","Late Spring","Routinely Available","Yes","Low","No"
"SCAT2","","SCAT2","Scirpus atrovirens","green bulrush","NA (L48, CAN)","Monocot","Spring","Brown","Dark Green","Brown","Bunch","Moderate","","5.9","Long","Erect","None","No","Yes","Yes","Low","Medium","4.0","8.0","12","Intolerant","-53","Summer","Routinely Available","No","Medium","No"
"SCCY","","SCCY","Scirpus cyperinus","woolgrass","NA (L48, CAN, SPM)","Monocot","Spring","Green","Green","Yellow","Bunch","Moderate","","4.9","Long","Erect","None","Yes","Yes","Yes","Low","High","4.8","7.2","12","Intermediate","-33","Late Summer","Routinely Available","No","Medium","No"
"SCGE2","","SCGE2","Scirpus georgianus","Georgia bulrush","NA (L48, CAN)","Monocot","Spring and Summer","Yellow","Dark Green","Brown","Bunch","Moderate","","4.5","Moderate","Semi-Erect","None","No","Yes","Yes","Low","Medium","4.5","7.0","9","Intermediate","-38","Early Summer","Routinely Available","Yes","Low","No"
"SCMI2","","SCMI2","Scirpus microcarpus","panicled bulrush","NA (L48, AK, CAN, SPM)","Monocot","Spring, Summer, Fall","White","Green","Brown","Rhizomatous","Rapid","","5.5","Long","Erect","None","Yes","Yes","Yes","None","Medium","5.4","7.4","12","Intolerant","-38","Late Spring","Routinely Available","Yes","Low","No"
"SCPA8","","SCPA8","Scirpus pallidus","cloaked bulrush","NA (L48, CAN)","Monocot","Spring and Summer","Red","Green","White","Rhizomatous","Rapid","","5.0","Long","Erect","None","Yes","Yes","Yes","Low","Medium","5.3","7.2","10","Intolerant","-38","Late Spring","Routinely Available","Yes","Low","No"
"SCPE4","","SCPE4","Scirpus pendulus","rufous bulrush","NA (L48, CAN)","Monocot","Spring and Summer","Red","Green","Brown","Rhizomatous","Moderate","","4.0","Long","Erect","None","Yes","Yes","Yes","None","Medium","4.9","7.0","10","Intolerant","-38","Mid Spring","Routinely Available","Yes","Low","No"
"SECE","","SECE","Secale cereale","cereal rye","NA (L48, AK, CAN, GL)","Monocot","Spring, Summer, Fall","Yellow","Green","Brown","Bunch","Rapid","","3.5","","Erect","None","Yes","Yes","No","Medium","High","4.5","8.2","8","Intolerant","-33","Early Spring","Routinely Available","No","Medium","Yes"
"SEVA4","","SEVA4","Securigera varia","crownvetch","NA (L48, CAN), HI","Dicot","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SEVA4","COVA2","COVA2","Coronilla varia","","","","Spring and Summer","Purple","Green","Red","Rhizomatous","Moderate","","3.0","Long","Decumbent","None","Yes","Yes","No","High","Medium","4.8","7.8","12","Intermediate","-35","Late Spring","Routinely Available","No","Low","No"
"SETR","","SETR","Senecio triangularis","arrowleaf ragwort","NA (L48, AK, CAN)","Dicot","Summer and Fall","Yellow","Green","Brown","Rhizomatous","Moderate","","4.0","Long","Erect","None","No","Yes","Yes","Low","High","6.2","7.8","10","Intermediate","-33","Mid Summer","Routinely Available","No","Medium","No"
"SEMA11","","SEMA11","Senna marilandica","Maryland senna","NA (L48)","Dicot","Spring and Summer","Yellow","Green","Brown","Single Stem","Rapid","","6.6","Moderate","Erect","None","Yes","Yes","No","Medium","Low","4.0","7.0","12","Intermediate","-18","Summer","Routinely Available","Yes","High","No"
"SESE3","","SESE3","Sequoia sempervirens","redwood","NA (L48)","Gymnosperm","Spring and Summer","Yellow","Green","Brown","Single Stem","Rapid","60","250","Long","Erect","None","Yes","Yes","No","Low","Medium","5.0","7.0","40","Tolerant","7","Fall","Routinely Available","Yes","High","No"
"SEGI2","","SEGI2","Sequoiadendron giganteum","giant sequoia","NA (L48)","Gymnosperm","Spring and Summer","Green","Green","Brown","Single Stem","Slow","35","200","Long","Conical","None","Yes","Yes","No","Medium","Medium","5.5","7.5","40","Intolerant","-24","Mid Spring","Routinely Available","Yes","Low","No"
"SERE2","","SERE2","Serenoa repens","saw palmetto","NA (L48)","Monocot","Spring and Summer","White","Yellow-Green","Black","Bunch","Slow","10","7.0","Long","Erect","None","Yes","Yes","Yes","High","High","4.5","7.5","18","Tolerant","7","Late Spring","Routinely Available","Yes","Low","Yes"
"SEGR5","","SEGR5","Sesbania grandiflora","vegetable hummingbird","NA (L48), PR, VI","Dicot","Year Round","White","Green","Brown","Single Stem","Rapid","20","20","Moderate","Erect","None","Yes","Yes","Yes","High","Low","5.5","7.0","24","Intermediate","49","Spring","Routinely Available","Yes","Medium","Yes"
"SETO3","","SETO3","Sesbania tomentosa","Oahu riverhemp","HI, PR","Dicot","Year Round","Red","Green","Brown","Single Stem","Moderate","2","2.0","Moderate","Prostrate","None","Yes","Yes","No","High","Medium","6.0","8.0","18","Intermediate","50","Indeterminate","Routinely Available","Yes","Medium","No"
"SEIT","","SEIT","Setaria italica","foxtail millet","NA (L48, CAN), VI","Monocot","Spring and Summer","White","Green","Brown","Bunch","Rapid","","5.0","","Erect","None","No","Yes","Yes","Low","Low","5.3","6.9","8","Intolerant","52","Summer","Routinely Available","No","High","No"
"SEPU8","","SEPU8","Setaria pumila","yellow foxtail","NA (L48, CAN, SPM), HI","Monocot","Spring and Summer","White","Green","Brown","Bunch","Rapid","","3.0","","Erect","None","No","Yes","Yes","Low","Low","5.0","7.0","8","Intolerant","52","Summer","Routinely Available","No","High","No"
"SEVU2","","SEVU2","Setaria vulpiseta","plains bristlegrass","NA (L48), PR","Monocot","Spring and Summer","Yellow","Green","Brown","Bunch","Moderate","","3.0","Moderate","Erect","None","No","Yes","No","Medium","Medium","6.0","8.0","18","Intermediate","-13","Early Summer","Routinely Available","No","High","No"
"SHAR","","SHAR","Shepherdia argentea","silver buffaloberry","NA (L48, CAN)","Dicot","Spring and Summer","Yellow","White-Gray","Red","Multiple Stem","Rapid","18","18","Moderate","Semi-Erect","None","Yes","Yes","No","Medium","Medium","5.3","8.0","24","Intermediate","-38","Late Spring","Routinely Available","Yes","Medium","Yes"
"SHCA","","SHCA","Shepherdia canadensis","russet buffaloberry","NA (L48, AK, CAN)","Dicot","Spring and Summer","Yellow","White-Gray","Yellow","Multiple Stem","Rapid","6","6.0","Moderate","Semi-Erect","None","Yes","Yes","No","High","Medium","5.3","8.0","24","Intermediate","-63","Late Spring","Routinely Available","Yes","Medium","Yes"
"SINE3","","SINE3","Sidalcea neomexicana","salt spring checkerbloom","NA (L48)","Dicot","Spring and Summer","Purple","Green","Brown","Single Crown","Moderate","","2.5","Moderate","Erect","None","No","Yes","Yes","Low","High","6.2","7.8","12","Tolerant","-23","Mid Spring","Routinely Available","No","Medium","Yes"
"SIOR","","SIOR","Sidalcea oregana","Oregon checkerbloom","NA (L48, CAN)","Dicot","Spring and Summer","Purple","Green","Brown","Single Crown","Moderate","","4.5","Moderate","Erect","None","Yes","Yes","No","None","High","6.4","8.0","12","Tolerant","-38","Late Spring","Routinely Available","No","Medium","No"
"SIAN3","","SIAN3","Sisyrinchium angustifolium","narrowleaf blue-eyed grass","NA (L48, CAN)","Monocot","Spring and Summer","Blue","Green","Black","Bunch","Moderate","","2.0","Short","Erect","None","No","Yes","Yes","Low","Medium","5.0","7.0","4","Intermediate","-3","Mid Spring","Routinely Available","No","Low","No"
"SIID","","SIID","Sisyrinchium idahoense","Idaho blue-eyed grass","NA (L48, CAN)","Monocot","Spring and Summer","Blue","Yellow-Green","Brown","Single Crown","Moderate","","1.7","Moderate","Erect","None","Yes","Yes","Yes","Low","High","6.4","8.2","8","Tolerant","-38","Mid Spring","Routinely Available","No","Medium","No"
"SMWA","","SMWA","Smilax walteri","coral greenbrier","NA (L48)","Monocot","Spring and Summer","Green","Green","Red","Thicket Forming","Rapid","","1.0","Long","Climbing","None","Yes","Yes","Yes","Low","High","4.0","7.0","12","Tolerant","-8","Spring","Routinely Available","Yes","High","No"
"SOLYL","","SOLYL","Solanum lycopersicum var. lycopersicum","garden tomato","NA (L48, AK, CAN), HI, PR, VI","Dicot","Year Round","Yellow","Green","Red","Single Stem","Rapid","","6.0","Short","Erect","Slight","No","Yes","Yes","Low","High","5.5","7.0","24","Intermediate","32","Indeterminate","Routinely Available","Yes","","No"
